ownerName,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,dataConfidenceTier,dataConfidenceScore,actionabilityGate,auditPriority,recordCount,legalOwnerRecordCount,breederSignalRecordCount,topCrops,topJurisdictions,rawEvidenceRoles,rawEvidenceExamples,recommendedNextStep
DANIEL SMITH C/O SANDA SOFT FRUITS (LTD),,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,GB 1,,,No urgent action; revisit after higher-priority profiles.
PACIFIC BERRIES LLC,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,AR 1,,,No urgent action; revisit after higher-priority profiles.
Batlow Fruit Co-operative Limited,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
FERNBIRD FRUIT LIMITED,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Cherry-Sweet 1,NZ 1,,,No urgent action; revisit after higher-priority profiles.
CHACRA PERT. WILLASHBEN PTY. LTD.D.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AR 1,,,No urgent action; revisit after higher-priority profiles.
Vissers Orchard Nursery Inc,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,GB 1,,,No urgent action; revisit after higher-priority profiles.
"Sidhu & Sons Nursery U.S.A., Inc.",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Blueberry 1,CA 1,,,No urgent action; revisit after higher-priority profiles.
"Toshiaki Yagi, Miyoshi & Co., Ltd.",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
InnoVitis GmbH,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,QZ 1,,,No urgent action; revisit after higher-priority profiles.
Llc Das 10,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,CA 1,,,No urgent action; revisit after higher-priority profiles.
FUEL PLANTS BV,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,BY 1,,,No urgent action; revisit after higher-priority profiles.
"Brendon Murray Francis, Fruit Varieties International Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Crocodile Valley Co. Pty Ltd.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Citrus 1,IL 1,,,No urgent action; revisit after higher-priority profiles.
"Jean-Luc Carrieres, Red Moon GmbH",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
LOMBARDI GENETICS (PTY) LTDA,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,CO 1,,,No urgent action; revisit after higher-priority profiles.
"Mr David Mazzardis, Rolfe Nominees, Prunus Persica Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Blueberry 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Meiosis Limited,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Kiwifruit 1,NZ 1,,,No urgent action; revisit after higher-priority profiles.
"Greg O'Sullivan, Australis Plants Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Olive 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Elandsriver Farming Ltd.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Pear 1,CL 1,,,No urgent action; revisit after higher-priority profiles.
Derek Jennings c/o Redeva Limited,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,CH 1,,,No urgent action; revisit after higher-priority profiles.
BERRY WORLD LIMITED,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,EC 1,,,No urgent action; revisit after higher-priority profiles.
"Thomas Am Rhein and Mario Aguas, Naturipe Berry growers, Inc.",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"Mario Aguas, Thomas Am Rhein, Jose Lopez Medina, Naturipe Berry Growers, Inc.",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Robert Basil Mawley/ Elaine Florence Mawley/ Napier Independent Trustees Limited,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,RS 1,,,No urgent action; revisit after higher-priority profiles.
"hinas and Cossy Marciano, DTC Mariano Magic Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Luribay Business Inc.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,IL 1,,,No urgent action; revisit after higher-priority profiles.
"Mr. Jimmy Bagdasarian, Lassen Canyon Nursery, Inc",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Gerhard Borchers Pflanzenhandels GmbH & Co. KG,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Cherry-Tart 1,QZ 1,,,No urgent action; revisit after higher-priority profiles.
G & C Farms LLC,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Cherry-Sweet 1,CL 1,,,No urgent action; revisit after higher-priority profiles.
"Ken Roth, Novacott Downs Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Citrus 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"Brookfield N.Z. Limited, New Zeland",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,RS 1,,,No urgent action; revisit after higher-priority profiles.
"Austin Orchards Limited, New Zealand",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,RS 1,,,No urgent action; revisit after higher-priority profiles.
SWAYEN Pty Ltd T/A Ally Mackay & Associates,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,FR 1,,,No urgent action; revisit after higher-priority profiles.
"Ken Roth, Novacott Downs Pty Ltd trading as The Roth Family Trust",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Citrus 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"[assigned to Oregon Blueberry Farms and Nursery, Silverton, OR",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Blueberry 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"William Bright Wendy Bright, Bright's Nursery",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Prunus 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"William Bright Virginia Bright James Bright Edward Bright, Bright's Nursery",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Prunus 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"LAVI-GEFEL, URI SA' ADA, DAVID TOMER, ELI",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Mango 1,PE 1,,,No urgent action; revisit after higher-priority profiles.
Stephen Robert Glover Flightshott Farm Ltd.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,CH 1,,,No urgent action; revisit after higher-priority profiles.
Thomas Braun c/o KIKU GmbH,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,CH 1,,,No urgent action; revisit after higher-priority profiles.
BEACH STREET FARMS LLC.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,AR 1,,,No urgent action; revisit after higher-priority profiles.
HARTMANN'S PLANT COMPANY,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Blueberry 1,AR 1,,,No urgent action; revisit after higher-priority profiles.
"Nick Antoniou, Elaeocarpus Olive Estate Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Olive 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Onyx Capital Limited,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,QZ 1,,,No urgent action; revisit after higher-priority profiles.
W.M. & D. Barnfield Pty Ltd.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Citrus 1,QZ 1,,,No urgent action; revisit after higher-priority profiles.
CROWN NURSERY,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,AR 1,cpvoBreeder:1,CPVO: 2005-11-17 - Strawberry - CAL GIANT 5 - 009020 (cpvoBreeder),No urgent action; revisit after higher-priority profiles.
"Stanley Andriske, Andriske Tablegrapes Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Plant Scien INC,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,PA 1,,,No urgent action; revisit after higher-priority profiles.
"Stanley Andriske, Andriske (Paringi Nominees Pty Ltd), Andriske Tablegrapes Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"Stanley John Andriske, Andriske Table Grapes Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Andriske Table Grapes Pty Ltd,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Grape 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"Guy Whitney, Leeukloof, Western Cape, South Africa [find out what exactly is ""Group Editors Company""]",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Avocado 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Trajectory 752 Limited, Hastings, New Zealand",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Boomkwekerijen Gebr. Janssen, Netherlands, and Vissers Orchard & Nursery, Grey Highlands, CA",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Flavo Berry Holding, M. Suiker",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,US 1,,,No urgent action; revisit after higher-priority profiles.
BANNING ORCHARDS & NURSERY,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,QZ 1,cpvoBreeder:1,CPVO: 2006-07-20 - Apple - Banning Gala - 20061319 (cpvoBreeder),No urgent action; revisit after higher-priority profiles.
"May and Grahame Davidson, J.M. Davidson (ORANGE) Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Kiku Gmbh,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,SI 1,,,No urgent action; revisit after higher-priority profiles.
Harada Seed co .Ltd,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,KR 1,,,No urgent action; revisit after higher-priority profiles.
"John McLaren, Southern Trees Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"Kevin Darley, Giant Fruits Pty Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Peach 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"Barbara & Paul Brookfield, Brookfield New Zealand Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
M. Doyle Fleming Caudle Apple Inc.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,CH 1,,,No urgent action; revisit after higher-priority profiles.
J.A. & B.M.BOWDEN & SONS PTY LTD.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,QZ 1,,,No urgent action; revisit after higher-priority profiles.
"EU Plants Ltd., Finchampstead, UK",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Raspberry 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Dadong Canaan Seedling Co., Ltd",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Currant-Black 1,KR 1,,,No urgent action; revisit after higher-priority profiles.
Mr. James W. Zampini dba UpShoot LLC,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Prunus 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
"Briggs Nursery, Elma, WA",,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP30087,unverified,23,legal_entity_profile_needed,low,1,0,1,Blueberry 1,US 1,breeder:1 | inventor:1,"USPTO: 2019-01-15 - Blueberry - VacBri1 - USPP 30,087 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
"Neumarkt, Italy Feno GmbH",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Pink Vein Pty. Ltd., Elgin, Western Cape, South Africa",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,US 1,,,No urgent action; revisit after higher-priority profiles.
Elaeocarpus Olive Estate Pty Ltd,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Pomegranate 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
Fruttica GmbH Hans Wicki,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Gooseberry 1,CH 1,,,No urgent action; revisit after higher-priority profiles.
COSTIN' S NURSERY,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Rubus 1,QZ 1,,,No urgent action; revisit after higher-priority profiles.
"Spring Meadow Nursery, Holland MI, MMMathey",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Bush Cherry 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Bozen, Italy Schniga GmbH",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Spring Meadow Nursery, Holland, MI",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Aronia–Ornamental 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Citromax Group, Monteros, Tucumán Province, Argentina",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Citrus-Lemon 1,US 1,,,No urgent action; revisit after higher-priority profiles.
"Esselen Nursery, Malalane, Mpumalanga, South Africa",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Citrus-Tangor 1,US 1,,,No urgent action; revisit after higher-priority profiles.
Frigifruit Sa,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,FR 1,,,No urgent action; revisit after higher-priority profiles.
Berry R & D Inc.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,NZ 1,,,No urgent action; revisit after higher-priority profiles.
Saatzucht Bauer Gmbh (DE)/Birgid SCHLINDWEIN,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Strawberry 1,FR 1,,,No urgent action; revisit after higher-priority profiles.
Moguer Cuna de Platero - Sociedad Cooperativa Anzaluza (S.C.A.),,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Blueberry 1,CL 1,,,No urgent action; revisit after higher-priority profiles.
"Y & Y Management Company, Bakersfield, CA",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Pomegranate 1,US 1,,,No urgent action; revisit after higher-priority profiles.
Mason Ag and Hc,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,AU 1,,,No urgent action; revisit after higher-priority profiles.
SURKIJN Romain (BE)/Pepinieres Rene Nicolai SA,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,FR 1,,,No urgent action; revisit after higher-priority profiles.
TOPFRUITS PTY LTD (ZA)/HOWBILL PROPERTIES,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,FR 1,,,No urgent action; revisit after higher-priority profiles.
Calvin W. WINKS Agricult. Product. Group,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,FR 1,,,No urgent action; revisit after higher-priority profiles.
Gillespie Orchards Ltd,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,NZ 1,,,No urgent action; revisit after higher-priority profiles.
J.L. Fraser & Son (Mariri) Ltd,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Apple 1,NZ 1,,,No urgent action; revisit after higher-priority profiles.
"Van Son & Koot Holding B.V., Kaatsheuvel, Netherlands",,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Lingonberry 1,US 1,,,No urgent action; revisit after higher-priority profiles.
Oglesby Plants International INC.,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Banana 1,NL 1,,,No urgent action; revisit after higher-priority profiles.
Toni HENGARTNER (FR)/HABERLI OBST und BEERENZENTRUM AG,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Rubus 1,FR 1,,,No urgent action; revisit after higher-priority profiles.
Häberli Fruchtpflanzen GmbH Herrn Hansjörg Häberli,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Rubus 1,DE 1,,,No urgent action; revisit after higher-priority profiles.
Promo-Fruit AG,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Rubus 1,DE 1,,,No urgent action; revisit after higher-priority profiles.
Pepinieres Darnaud Sa,,,,unverified,23,legal_entity_profile_needed,low,1,0,1,Cherry-Tart 1,FR 1,,,No urgent action; revisit after higher-priority profiles.
Johannes Adrianus Petrus,Beekers Berries Breeding,USPTO breeder string contains entity hint 'Beekers Berries Breeding'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP31689,unverified,15,holder_verification_required,low,1,0,1,Strawberry 1,GB 1,breeder:2 | inventor:2 | cpvoBreeder:3,"USPTO: 2020-04-21 - Blackberry - 16TP4 - USPP 31,689 (breeder, inventor) | USPTO: 2019-11-19 - Strawberry - Blossomberry - USPP 31,082 (breeder, inventor) | CPVO: 2022-08-19 - Strawberry - BBB A04 - 10/181 (cpvoBreeder)",No urgent action; revisit after higher-priority profiles.
De Jongh,Beekers Berries Breeding,USPTO breeder string contains entity hint 'Beekers Berries Breeding'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP31689,unverified,15,holder_verification_required,low,1,0,1,Strawberry 1,KR 1,breeder:2 | inventor:2 | cpvoBreeder:17,"USPTO: 2020-04-21 - Blackberry - 16TP4 - USPP 31,689 (breeder, inventor) | USPTO: 2019-11-19 - Strawberry - Blossomberry - USPP 31,082 (breeder, inventor) | CPVO: 2025-05-19 - Strawberry - BBB A03 - 20212607 (cpvoBreeder)",No urgent action; revisit after higher-priority profiles.
T. Stegmeir,"GoodFarms Genetics, San Diego, CA","USPTO breeder string contains entity hint 'GoodFarms Genetics, San Diego, CA'.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP36984,unverified,15,holder_verification_required,low,1,0,1,Strawberry 1,US 1,breeder:1 | inventor:1,"USPTO: 2025-09-30 - Strawberry - GF Belle - USPP 36,984 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
Rob Peter Edith d’Hont,Fresh Forward,USPTO breeder string contains entity hint 'Fresh Forward'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP36421,unverified,15,holder_verification_required,low,1,0,1,Strawberry 1,US 1,breeder:1 | inventor:1,"USPTO: 2025-02-04 - Strawberry - Ravellia - USPP 36,421 (breeder, inventor)",No urgent action; revisit after higher-priority profiles.
